"REF_DATE","GEO","DGUID","Labour force characteristics","Gender","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024-08","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063943","7.1.1.1.1.1","13490.0","","","","1"
"2024-09","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063943","7.1.1.1.1.1","13526.8","","","","1"
"2024-10","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063943","7.1.1.1.1.1","13557.0","","","","1"
"2024-11","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063943","7.1.1.1.1.1","13581.4","","","","1"
"2024-12","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063943","7.1.1.1.1.1","13605.1","","","","1"
"2025-01","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063943","7.1.1.1.1.1","13627.1","","","","1"
"2024-08","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066022","7.1.1.1.1.2","13490.0","","","","1"
"2024-09","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066022","7.1.1.1.1.2","13526.8","","","","1"
"2024-10","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066022","7.1.1.1.1.2","13557.0","","","","1"
"2024-11","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066022","7.1.1.1.1.2","13581.4","","","","1"
"2024-12","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066022","7.1.1.1.1.2","13605.1","","","","1"
"2025-01","Ontario","2021A000235","Population","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066022","7.1.1.1.1.2","13627.1","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063944","7.2.1.1.1.1","8801.7","","","","1"
"2024-09","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063944","7.2.1.1.1.1","8820.5","","","","1"
"2024-10","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063944","7.2.1.1.1.1","8801.4","","","","1"
"2024-11","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063944","7.2.1.1.1.1","8850.4","","","","1"
"2024-12","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063944","7.2.1.1.1.1","8870.0","","","","1"
"2025-01","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063944","7.2.1.1.1.1","8915.2","","","","1"
"2024-08","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066023","7.2.1.1.1.2","8956.4","","","","1"
"2024-09","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066023","7.2.1.1.1.2","8786.0","","","","1"
"2024-10","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066023","7.2.1.1.1.2","8757.2","","","","1"
"2024-11","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066023","7.2.1.1.1.2","8809.4","","","","1"
"2024-12","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066023","7.2.1.1.1.2","8767.2","","","","1"
"2025-01","Ontario","2021A000235","Labour force","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066023","7.2.1.1.1.2","8817.8","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063945","7.3.1.1.1.1","8163.0","","","","1"
"2024-09","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063945","7.3.1.1.1.1","8197.6","","","","1"
"2024-10","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063945","7.3.1.1.1.1","8178.7","","","","1"
"2024-11","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063945","7.3.1.1.1.1","8169.7","","","","1"
"2024-12","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063945","7.3.1.1.1.1","8201.4","","","","1"
"2025-01","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063945","7.3.1.1.1.1","8240.4","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8173.8","","","","1"
"2024-09","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8181.4","","","","1"
"2024-10","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8186.4","","","","1"
"2024-11","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8192.6","","","","1"
"2024-12","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8199.2","","","","1"
"2025-01","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Trend-cycle","Persons in thousands","428","thousands","3","v123339363","7.3.1.1.1.3","8207.7","","","","1"
"2024-08","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066024","7.3.1.1.1.2","8210.4","","","","1"
"2024-09","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066024","7.3.1.1.1.2","8198.1","","","","1"
"2024-10","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066024","7.3.1.1.1.2","8184.4","","","","1"
"2024-11","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066024","7.3.1.1.1.2","8172.7","","","","1"
"2024-12","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066024","7.3.1.1.1.2","8172.7","","","","1"
"2025-01","Ontario","2021A000235","Employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066024","7.3.1.1.1.2","8138.7","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","6715.0","","","","1"
"2024-09","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","6753.4","","","","1"
"2024-10","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","6737.7","","","","1"
"2024-11","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","6731.2","","","","1"
"2024-12","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","6743.7","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063946","7.4.1.1.1.1","6794.7","","","","1"
"2024-08","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066025","7.4.1.1.1.2","6855.5","","","","1"
"2024-09","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066025","7.4.1.1.1.2","6769.9","","","","1"
"2024-10","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066025","7.4.1.1.1.2","6719.0","","","","1"
"2024-11","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066025","7.4.1.1.1.2","6706.1","","","","1"
"2024-12","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066025","7.4.1.1.1.2","6687.7","","","","1"
"2025-01","Ontario","2021A000235","Full-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066025","7.4.1.1.1.2","6657.9","","","","1"
"2024-08","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063947","7.5.1.1.1.1","1448.0","","","","1"
"2024-09","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063947","7.5.1.1.1.1","1444.2","","","","1"
"2024-10","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063947","7.5.1.1.1.1","1441.0","","","","1"
"2024-11","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063947","7.5.1.1.1.1","1438.6","","","","1"
"2024-12","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063947","7.5.1.1.1.1","1457.8","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063947","7.5.1.1.1.1","1445.7","","","","1"
"2024-08","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066026","7.5.1.1.1.2","1354.9","","","","1"
"2024-09","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066026","7.5.1.1.1.2","1428.3","","","","1"
"2024-10","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066026","7.5.1.1.1.2","1465.4","","","","1"
"2024-11","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066026","7.5.1.1.1.2","1466.6","","","","1"
"2024-12","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066026","7.5.1.1.1.2","1485.1","","","","1"
"2025-01","Ontario","2021A000235","Part-time employment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066026","7.5.1.1.1.2","1480.7","","","","1"
"2024-08","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063948","7.6.1.1.1.1","638.7","","","","1"
"2024-09","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063948","7.6.1.1.1.1","622.9","","","","1"
"2024-10","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063948","7.6.1.1.1.1","622.7","","","","1"
"2024-11","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063948","7.6.1.1.1.1","680.6","","","","1"
"2024-12","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063948","7.6.1.1.1.1","668.5","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Persons in thousands","428","thousands","3","v2063948","7.6.1.1.1.1","674.8","","","","1"
"2024-08","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066027","7.6.1.1.1.2","745.9","","","","1"
"2024-09","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066027","7.6.1.1.1.2","587.8","","","","1"
"2024-10","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066027","7.6.1.1.1.2","572.8","","","","1"
"2024-11","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066027","7.6.1.1.1.2","636.7","","","","1"
"2024-12","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066027","7.6.1.1.1.2","594.5","","","","1"
"2025-01","Ontario","2021A000235","Unemployment","Total - Gender","15 years and over","Estimate","Unadjusted","Persons in thousands","428","thousands","3","v2066027","7.6.1.1.1.2","679.1","","","","1"
"2024-08","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063949","7.7.1.1.1.1","7.3","","","","1"
"2024-09","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063949","7.7.1.1.1.1","7.1","","","","1"
"2024-10","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063949","7.7.1.1.1.1","7.1","","","","1"
"2024-11","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063949","7.7.1.1.1.1","7.7","","","","1"
"2024-12","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063949","7.7.1.1.1.1","7.5","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063949","7.7.1.1.1.1","7.6","","","","1"
"2024-08","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066028","7.7.1.1.1.2","8.3","","","","1"
"2024-09","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066028","7.7.1.1.1.2","6.7","","","","1"
"2024-10","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066028","7.7.1.1.1.2","6.5","","","","1"
"2024-11","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066028","7.7.1.1.1.2","7.2","","","","1"
"2024-12","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066028","7.7.1.1.1.2","6.8","","","","1"
"2025-01","Ontario","2021A000235","Unemployment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066028","7.7.1.1.1.2","7.7","","","","1"
"2024-08","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063950","7.8.1.1.1.1","65.2","","","","1"
"2024-09","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063950","7.8.1.1.1.1","65.2","","","","1"
"2024-10","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063950","7.8.1.1.1.1","64.9","","","","1"
"2024-11","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063950","7.8.1.1.1.1","65.2","","","","1"
"2024-12","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063950","7.8.1.1.1.1","65.2","","","","1"
"2025-01","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063950","7.8.1.1.1.1","65.4","","","","1"
"2024-08","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066029","7.8.1.1.1.2","66.4","","","","1"
"2024-09","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066029","7.8.1.1.1.2","65.0","","","","1"
"2024-10","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066029","7.8.1.1.1.2","64.6","","","","1"
"2024-11","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066029","7.8.1.1.1.2","64.9","","","","1"
"2024-12","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066029","7.8.1.1.1.2","64.4","","","","1"
"2025-01","Ontario","2021A000235","Participation rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066029","7.8.1.1.1.2","64.7","","","","1"
"2024-08","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063951","7.9.1.1.1.1","60.5","","","","1"
"2024-09","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063951","7.9.1.1.1.1","60.6","","","","1"
"2024-10","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063951","7.9.1.1.1.1","60.3","","","","1"
"2024-11","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063951","7.9.1.1.1.1","60.2","","","","1"
"2024-12","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063951","7.9.1.1.1.1","60.3","","","","1"
"2025-01","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Seasonally adjusted","Percent","239","units","0","v2063951","7.9.1.1.1.1","60.5","","","","1"
"2024-08","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066030","7.9.1.1.1.2","60.9","","","","1"
"2024-09","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066030","7.9.1.1.1.2","60.6","","","","1"
"2024-10","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066030","7.9.1.1.1.2","60.4","","","","1"
"2024-11","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066030","7.9.1.1.1.2","60.2","","","","1"
"2024-12","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066030","7.9.1.1.1.2","60.1","","","","1"
"2025-01","Ontario","2021A000235","Employment rate","Total - Gender","15 years and over","Estimate","Unadjusted","Percent","239","units","0","v2066030","7.9.1.1.1.2","59.7","","","","1"


